,cid,cidname,brand,model,datamonth,price,biz30day,biz30day_rank,total_sold_price,total_sold_price_rank,model_ratings,model_rank,model_pos,model_neu,model_neg,model_total,model_rate,model_rate_rank
182,50006219,电钻,hephaestus/工匠之神,501,201909,118.8,13,640,1544.4,641,62.61,478.0,30,0,0,30,1.0,1
398,50006219,电钻,大艺,PED01-10,201909,123.14,316,540,39236.8,559,71.56,345.0,21,0,0,21,1.0,2
110,50006219,电钻,devon/大有,5268-LI-12TS/N,201909,434.82,371,526,145323.00000000003,428,69.76,366.0,44,0,0,44,1.0,3
89,50006219,电钻,canlidi,007,201909,52.56,847,417,44518.32,544,91.52,16.0,180,0,0,180,1.0,4
338,50006219,电钻,佛兰仕,手电冲击钻,201909,57.28,721,444,44216.23,545,72.7,321.0,51,0,0,51,1.0,5
45,50006219,电钻,bosch/博世,06019G9180,201909,1187.24,37,628,44163.0,546,81.6,171.0,12,0,0,12,1.0,6
526,50006219,电钻,福瑞德,新款佳泰全系锂电钻,201909,240.52,182,581,43774.34,547,83.48,133.0,51,0,0,51,1.0,7
401,50006219,电钻,大艺,YBT-4,201909,189.6,285,553,42972.0,550,45.94,608.0,22,0,0,22,1.0,8
592,50006219,电钻,醒狮,931016,201909,185.0,853,416,150440.9,425,49.3,591.0,11,0,0,11,1.0,9
90,50006219,电钻,cnpnhtep,电机,201909,18.9,2185,268,42965.82,551,70.56,357.0,52,0,0,52,1.0,10
93,50006219,电钻,cristin/克里斯汀,CRT-DZ-252,201909,213.12,138,593,41858.399999999994,552,54.86,558.0,15,0,0,15,1.0,11
117,50006219,电钻,dewalt/得伟,DCD700C2,201909,417.71,320,538,155757.03,415,58.75,519.0,13,0,0,13,1.0,12
61,50006219,电钻,bosch/博世,GSB12V-30,201909,681.3,62,621,41461.46,554,72.71,320.0,14,0,0,14,1.0,13
191,50006219,电钻,hitachi/日立,DS12DA,201909,317.33,96,606,39961.869999999995,556,58.18,528.0,17,0,0,17,1.0,14
533,50006219,电钻,科麦斯,12V、16.8V、25V,201909,200.4,195,577,39337.200000000004,558,68.44,380.0,41,0,0,41,1.0,15
294,50006219,电钻,wynn’s/威力狮,WS4447,201909,158.69,236,565,37518.950000000004,562,88.94,45.0,78,0,0,78,1.0,16
231,50006219,电钻,mpt,5506,201909,94.8,9269,122,878701.22,182,86.13,93.0,411,0,0,411,1.0,17
264,50006219,电钻,wido,AC-SDZ450,201909,130.8,1162,369,156995.30999999994,414,68.84,376.0,38,0,0,38,1.0,18
567,50006219,电钻,翱翔,222,201909,74.4,424,513,31545.600000000002,570,80.77,183.0,60,0,0,60,1.0,19
215,50006219,电钻,makita/牧田,DF330D,201909,411.46,393,522,167532.46999999997,410,53.28,568.0,17,0,0,17,1.0,20
228,50006219,电钻,metabo/麦太保,SBE760,201909,764.0,42,625,30858.0,572,38.37,628.0,12,0,0,12,1.0,21
205,50006219,电钻,kress/卡胜,11000211000,201909,200.19,149,590,30453.82,573,81.6,171.0,12,0,0,12,1.0,22
566,50006219,电钻,翱翔,123,201909,54.0,546,481,29484.0,575,75.72,262.0,13,0,0,13,1.0,23
518,50006219,电钻,福瑞德,36VF电钻+配件盒,201909,228.88,749,435,172888.96000000002,406,72.22,331.0,35,0,0,35,1.0,24
508,50006219,电钻,灵威,J1Z-BY-10,201909,144.0,190,579,27517.66,577,59.51,515.0,13,0,0,13,1.0,25
436,50006219,电钻,尚海华升,HS28RE,201909,1950.0,14,638,27300.0,579,88.02,67.0,18,0,0,18,1.0,26
314,50006219,电钻,丰奇,A13,201909,153.54,163,587,24800.4,583,76.88,245.0,18,0,0,18,1.0,27
142,50006219,电钻,dongcheng/东成,FF-10,201909,105.84,224,570,24497.879999999997,584,67.9,394.0,13,0,0,13,1.0,28
446,50006219,电钻,德克博尔,DK,201909,12.0,2653,242,187812.0,386,76.76,248.0,125,0,0,125,1.0,29
476,50006219,电钻,戈麦斯,战狼电钻套装,201909,271.73,89,610,22570.06,587,59.73,514.0,20,0,0,20,1.0,30
288,50006219,电钻,worx/威克士,WX129,201909,487.89,89,611,45099.78999999999,541,46.82,604.0,12,0,0,12,1.0,31
502,50006219,电钻,松普,018002588,201909,154.11,259,559,47290.61,538,73.44,308.0,12,0,0,12,1.0,32
259,50006219,电钻,tank/坦克,TK-DD0114,201909,216.0,955,400,204948.0,375,76.46,252.0,44,0,0,44,1.0,33
313,50006219,电钻,上岛川,SDC,201909,93.6,939,402,87890.40000000001,491,97.4,1.0,1428,0,0,1428,1.0,34
404,50006219,电钻,天洋,36-1,201909,259.0,413,518,106967.0,465,48.11,596.0,21,0,0,21,1.0,35
86,50006219,电钻,bosch/博世,电钻,201909,665.86,152,589,100414.0,474,82.27,158.0,42,0,0,42,1.0,36
633,50006219,电钻,龙韵,LY16.8,201909,105.6,782,427,99783.76000000001,475,60.62,503.0,21,0,0,21,1.0,37
512,50006219,电钻,瑞德,104000,201909,100.12,967,397,98437.26,476,73.03,314.0,42,0,0,42,1.0,38
405,50006219,电钻,天洋,NW-12S,201909,117.6,832,419,97843.20000000001,477,63.76,468.0,19,0,0,19,1.0,39
614,50006219,电钻,鹰之印,BST-P0903,201909,294.16,345,533,94940.92000000001,481,75.08,275.0,59,0,0,59,1.0,40
128,50006219,电钻,dongcheng/东成,120325569,201909,130.8,757,432,107855.0,464,85.4,102.0,96,0,0,96,1.0,41
254,50006219,电钻,stanley/史丹利,SCI12S2K,201909,636.6,171,584,109187.73,461,83.49,132.0,91,0,0,91,1.0,42
193,50006219,电钻,hitachi/日立,RLDS10DALCR,201909,339.97,230,568,94717.66000000002,482,42.82,622.0,13,0,0,13,1.0,43
7,50006219,电钻,black&decker/百得,MABASIC100-1300,201909,240.0,475,501,114000.0,456,78.48,226.0,68,0,0,68,1.0,44
100,50006219,电钻,devon/大有,1817,201909,355.53,314,543,92151.53000000003,486,62.32,483.0,20,0,0,20,1.0,45
120,50006219,电钻,dewalt/得伟,DWD014,201909,347.71,362,528,119717.69999999998,453,72.13,332.0,11,0,0,11,1.0,46
230,50006219,电钻,miniq/迷你强,BG-5168E,201909,380.0,223,572,89260.78000000001,490,46.01,607.0,14,0,0,14,1.0,47
195,50006219,电钻,jd/巨大,JD101,201909,96.0,387,523,85971.0,492,66.45,422.0,21,0,0,21,1.0,48
569,50006219,电钻,艾瑞泽,999,201909,155.94,279,556,47644.99,537,67.42,403.0,14,0,0,14,1.0,49
434,50006219,电钻,宏鲨,8812S,201909,72.0,1171,366,129613.19999999997,444,74.48,290.0,60,0,0,60,1.0,50
545,50006219,电钻,科麦斯,暴龙工具箱,201909,465.67,180,582,83736.84999999999,493,68.34,387.0,29,0,0,29,1.0,51
127,50006219,电钻,dongcheng/东成,05-10,201909,124.86,660,459,82506.6,497,88.62,50.0,54,0,0,54,1.0,52
223,50006219,电钻,makita/牧田,M6200B,201909,510.4,178,583,82285.6,498,65.75,440.0,11,0,0,11,1.0,53
356,50006219,电钻,剑龙,QUHENGA688,201909,115.2,1137,371,130982.40000000001,442,71.93,337.0,40,0,0,40,1.0,54
163,50006219,电钻,expow,632-2S,201909,199.0,398,521,78361.7,503,72.89,317.0,59,0,0,59,1.0,55
149,50006219,电钻,dongcheng/东成,J1Z-FF-6A/10A/05-10A/13,201909,12.0,1380,346,75604.61,507,65.08,447.0,11,0,0,11,1.0,56
116,50006219,电钻,dewalt/得伟,DCD700,201909,344.37,168,586,74339.72,508,56.7,542.0,17,0,0,17,1.0,57
226,50006219,电钻,maovon/妙有,MAOVON,201909,70.2,1637,316,134901.56000000006,439,75.22,272.0,32,0,0,32,1.0,58
425,50006219,电钻,奥奔,AT3210C,201909,186.0,426,512,62318.66,519,56.29,549.0,12,0,0,12,1.0,59
365,50006219,电钻,南威,NW-CN-CJ-42,201909,201.6,295,548,59472.00000000001,521,66.15,433.0,19,0,0,19,1.0,60
211,50006219,电钻,lm lava,001,201909,153.6,915,405,141517.40000000002,431,74.91,279.0,37,0,0,37,1.0,61
5,50006219,电钻,bachofen,1201,201909,93.6,461,506,47835.74999999999,536,77.14,241.0,14,0,0,14,1.0,62
397,50006219,电钻,大艺,1006/1008/1028,201909,295.03,288,549,22564.3,588,73.26,311.0,31,0,0,31,1.0,63
221,50006219,电钻,makita/牧田,M0600B,201909,179.92,912,407,106031.15999999999,466,54.38,561.0,12,0,0,12,1.0,64
467,50006219,电钻,戈麦斯,GMSH,201909,126.6,63,620,7803.51,622,57.3,537.0,17,0,0,17,1.0,65
627,50006219,电钻,龙韵,LV1021,201909,106.8,201,575,21380.97,590,61.49,492.0,21,0,0,21,1.0,66
505,50006219,电钻,民鑫,MD1025,201909,15.1,359,530,5420.9,627,64.11,466.0,20,0,0,20,1.0,67
299,50006219,电钻,yat/亚特,YT-CD12,201909,153.6,115,602,17664.0,604,77.36,240.0,37,0,0,37,1.0,68
278,50006219,电钻,worx/威克士,WU172,201909,375.71,1057,379,608237.73,230,51.56,578.0,16,0,0,16,1.0,69
413,50006219,电钻,奈尔汇,6112C,201909,42.0,132,596,5544.0,626,89.68,37.0,138,0,0,138,1.0,70
260,50006219,电钻,tenwa,220007,201909,298.0,19,635,5662.0,625,88.16,61.0,60,0,0,60,1.0,71
322,50006219,电钻,佐唯工具,ZW5011,201909,115.62,133,595,15204.09,606,90.23,28.0,162,0,0,162,1.0,72
82,50006219,电钻,bosch/博世,TSR1080-2-LI裸机,201909,200.98,1381,345,244701.05,351,57.68,533.0,13,0,0,13,1.0,73
50,50006219,电钻,bosch/博世,GBM10RE KLE,201909,359.46,1587,321,575582.58,234,66.85,413.0,59,0,0,59,1.0,74
385,50006219,电钻,哈博,220V冲击电钻,201909,81.6,98,605,14395.61,608,91.14,19.0,252,0,0,252,1.0,75
300,50006219,电钻,yat/亚特,YT-CD21,201909,165.64,68,617,12359.34,610,54.48,560.0,24,0,0,24,1.0,76
337,50006219,电钻,佛兰仕,冲击钻套装,201909,200.23,29,630,5997.200000000001,624,71.59,344.0,24,0,0,24,1.0,77
415,50006219,电钻,奈尔汇,6113C,201909,118.8,94,607,11167.2,612,93.98,8.0,324,0,0,324,1.0,78
409,50006219,电钻,奇磨,13809,201909,117.6,92,608,10819.2,613,72.62,322.0,13,0,0,13,1.0,79
590,50006219,电钻,辉诺,BHH,201909,14.4,649,461,9345.600000000002,617,73.78,302.0,166,0,0,166,1.0,80
612,50006219,电钻,领悦,1011,201909,48.0,193,578,9264.0,618,74.69,283.0,19,0,0,19,1.0,81
4,50006219,电钻,agp,AGP,201909,600.0,464,505,278467.5,332,91.76,13.0,90,0,0,90,1.0,82
620,50006219,电钻,龙韵,50数显电钻,201909,156.67,37,627,6390.0,623,71.06,350.0,24,0,0,24,1.0,83
553,50006219,电钻,科麦斯,（加强版）巨无霸,201909,998.89,9,641,8990.0,619,70.53,358.0,27,0,0,27,1.0,84
439,50006219,电钻,岚珊,DZ-A003,201909,93.6,90,609,8424.0,620,94.4,7.0,228,0,0,228,1.0,85
160,50006219,电钻,donk/东科,MBL21,201909,385.33,46,624,17839.0,602,72.1,333.0,34,0,0,34,1.0,86
496,50006219,电钻,普力曼,16V,201909,60.0,84,614,5040.0,628,69.3,371.0,28,0,0,28,1.0,87
253,50006219,电钻,stanley/史丹利,DCD791D2,201909,327.6,285,552,298969.56000000006,318,72.79,319.0,89,0,0,89,1.0,88
71,50006219,电钻,bosch/博世,GSR120-L,201909,430.8,700,448,303192.41,316,81.31,177.0,20,0,0,20,1.0,89
485,50006219,电钻,托玛士,1561022586,201909,104.89,16,637,1678.24,640,52.58,574.0,12,0,0,12,1.0,90
30,50006219,电钻,borka/博佧光电,DZ21,201909,94.8,23,632,2132.4,639,47.76,599.0,14,0,0,14,1.0,91
371,50006219,电钻,卡瓦尼,GRF,201909,84.58,27,631,2283.67,638,75.71,264.0,24,0,0,24,1.0,92
181,50006219,电钻,hcc hancuan/韩川,6002/6106/6107/6108/6110/6111,201909,70.8,383,524,21162.000000000004,591,60.89,498.0,17,0,0,17,1.0,93
384,50006219,电钻,哈博,12V,201909,128.0,21,633,2688.0,637,79.66,201.0,33,0,0,33,1.0,94
281,50006219,电钻,worx/威克士,WU189,201909,854.32,416,516,417458.63999999996,270,42.02,624.0,16,0,0,16,1.0,95
447,50006219,电钻,德克博尔,DK35A,201909,19.99,139,592,2778.6099999999988,636,76.31,256.0,13,0,0,13,1.0,96
514,50006219,电钻,目博士,MBS-9988,201909,201.6,14,639,2822.4,635,83.04,143.0,93,0,0,93,1.0,97
362,50006219,电钻,华丽,HL6210,201909,190.0,17,636,3610.0,634,80.38,190.0,18,0,0,18,1.0,98
290,50006219,电钻,worx/威克士,WX301,201909,203.78,21,634,3977.2,633,55.4,554.0,18,0,0,18,1.0,99
597,50006219,电钻,金德保,JDB722B,201909,237.6,85,613,20064.0,594,47.35,600.0,26,0,0,26,1.0,100
134,50006219,电钻,dongcheng/东成,DCJZ10-10(E型）,201909,72.0,59,622,4248.0,632,86.73,81.0,144,0,0,144,1.0,101
178,50006219,电钻,hansch/汉斯,HS5110,201909,81.6,55,623,4488.0,631,56.31,548.0,12,0,0,12,1.0,102
444,50006219,电钻,得众,电钻,201909,70.8,273,558,19328.4,597,39.44,626.0,11,0,0,11,1.0,103
235,50006219,电钻,powcan,7101,201909,42.0,6202,154,343183.25000000006,296,69.49,368.0,20,0,0,20,1.0,104
484,50006219,电钻,戈麦斯,黑橙,201909,303.15,65,618,18713.02,598,60.42,504.0,28,0,0,28,1.0,105
402,50006219,电钻,大艺,充电手钻,201909,181.2,100,604,18120.0,599,88.94,44.0,18,0,0,18,1.0,106
527,50006219,电钻,福瑞德,锂电池多链接,201909,131.9,64,619,8364.640000000001,621,60.38,505.0,13,0,0,13,1.0,107
370,50006219,电钻,卡瓦尼,5241,201909,91.96,548,480,52404.03,530,96.64,2.0,419,1,0,420,0.9976190476190476,108
395,50006219,电钻,大艺,1006/1007/1008/1028,201909,184.41,558,475,104368.8,471,91.92,12.0,332,0,1,333,0.996996996996997,109
497,50006219,电钻,普朗德,516,201909,141.6,1001,392,180237.59999999998,397,82.49,156.0,300,0,1,301,0.9966777408637874,110
373,50006219,电钻,卡瓦尼,LB-634,201909,158.4,442,508,76889.24,505,91.61,15.0,229,0,1,230,0.9956521739130435,111
92,50006219,电钻,cristin/克里斯汀,CRT-DZ,201909,105.78,5222,180,908377.59,179,92.49,11.0,1369,1,6,1376,0.9949127906976745,112
357,50006219,电钻,力培新,凝结充电钻,201909,63.6,1904,291,112790.40000000001,458,84.25,120.0,544,1,2,547,0.9945155393053017,113
520,50006219,电钻,福瑞德,佳泰16.8V,201909,99.86,1052,381,114552.63,455,95.14,6.0,1650,6,6,1662,0.9927797833935018,114
323,50006219,电钻,佐唯工具,电钻,201909,111.6,543,483,56769.909999999996,526,87.17,74.0,126,1,0,127,0.9921259842519685,115
399,50006219,电钻,大艺,T11/T22/T08/1006/1007/1008/1028,201909,153.6,4506,192,793875.6000000001,194,87.07,75.0,461,1,3,465,0.9913978494623656,116
320,50006219,电钻,亚得力,电钻套餐,201909,165.6,1987,282,329047.20999999996,305,95.73,4.0,5600,18,31,5649,0.9913258983890955,117
65,50006219,电钻,bosch/博世,GSB550,201909,284.4,687,451,194373.55000000002,380,89.99,30.0,113,1,0,114,0.9912280701754386,118
445,50006219,电钻,得锐,900016,201909,120.49,1911,290,373301.8,280,74.3,291.0,110,0,1,111,0.990990990990991,119
354,50006219,电钻,剑龙,JIANLONG2688,201909,67.2,8068,131,569673.6000000001,236,89.83,34.0,1302,1,11,1314,0.9908675799086758,120
251,50006219,电钻,solid/塑力,SOLID-16,201909,1140.0,2500,252,2850000.0,76,86.48,83.0,630,1,5,636,0.9905660377358491,121
175,50006219,电钻,guanshi/冠仕,DZ01,201909,71.26,1403,342,120254.04,452,78.99,215.0,103,0,1,104,0.9903846153846154,122
513,50006219,电钻,目博士,MBS-7788,201909,46.8,478,499,22370.4,589,96.14,3.0,492,0,6,498,0.9879518072289156,123
470,50006219,电钻,戈麦斯,TYK-001,201909,166.8,2269,264,351913.19999999995,290,91.06,21.0,381,0,5,386,0.9870466321243523,124
524,50006219,电钻,福瑞德,数显豪华套,201909,156.96,901,410,169558.53,408,75.69,265.0,141,0,2,143,0.986013986013986,125
464,50006219,电钻,戈麦斯,CJZ,201909,168.09,123,599,20675.29,593,84.24,121.0,207,0,3,210,0.9857142857142858,126
262,50006219,电钻,ulite/优力特,001,201909,141.6,1583,322,201904.79999999996,378,85.11,110.0,271,0,4,275,0.9854545454545455,127
335,50006219,电钻,佛兰仕,Z1J-FD-13A,201909,205.21,1406,341,308260.14999999997,312,89.58,38.0,471,0,7,478,0.9853556485355649,128
318,50006219,电钻,亚得力,YDL28,201909,105.6,1332,348,140659.2,433,90.69,24.0,465,1,6,472,0.9851694915254238,129
29,50006219,电钻,borka/博佧光电,DZ,201909,87.6,1432,338,134292.0,440,83.04,144.0,198,1,2,201,0.9850746268656716,130
13,50006219,电钻,boda/博大,D1201-10,201909,190.8,1452,336,267937.87,337,81.42,176.0,66,0,1,67,0.9850746268656716,131
95,50006219,电钻,delipow/德力普,DLP-002,201909,118.8,1800,299,213864.4,370,91.74,14.0,591,6,3,600,0.985,132
298,50006219,电钻,yat/亚特,WLT-6616,201909,154.8,1456,335,225388.8,362,87.99,68.0,377,1,5,383,0.9843342036553525,133
417,50006219,电钻,奈绅,锂电钻,201909,91.2,743,436,67761.59999999999,515,86.13,92.0,310,3,2,315,0.9841269841269841,134
295,50006219,电钻,x－tron/小强,5241,201909,121.98,5655,169,834005.8600000001,188,89.22,41.0,737,1,11,749,0.9839786381842457,135
359,50006219,电钻,匠米,0088,201909,161.81,982,395,230119.56,358,85.17,107.0,180,2,1,183,0.9836065573770492,136
8,50006219,电钻,blue front/蓝锋,LF8106,201909,141.6,2647,243,383061.6099999999,278,74.14,295.0,120,0,2,122,0.9836065573770492,137
449,50006219,电钻,德立士,003,201909,261.6,1574,324,413085.6,271,73.9,300.0,56,0,1,57,0.9824561403508771,138
394,50006219,电钻,大艺,1006.1008.1028,201909,201.6,995,393,159702.39,412,71.77,341.0,111,0,2,113,0.9823008849557522,139
584,50006219,电钻,蟋蟀,XS-FF-16A,201909,81.6,9541,119,716613.6,209,70.53,359.0,110,0,2,112,0.9821428571428571,140
448,50006219,电钻,德创,8612S,201909,104.4,1039,384,121458.00000000001,450,75.91,260.0,158,0,3,161,0.9813664596273292,141
369,50006219,电钻,卡瓦尼,12V16.8V25V,201909,118.8,7306,137,939875.9400000002,174,88.21,59.0,1082,3,18,1103,0.9809610154125114,142
474,50006219,电钻,戈麦斯,冲击钻,201909,156.19,1312,349,208577.63,373,87.65,70.0,306,4,2,312,0.9807692307692307,143
570,50006219,电钻,艾瑞泽,SDZ,201909,88.49,1579,323,220905.64,364,71.67,343.0,100,0,2,102,0.9803921568627451,144
588,50006219,电钻,质造,锂电钻,201909,336.0,863,415,286800.0,325,82.56,154.0,147,1,2,150,0.98,145
347,50006219,电钻,俱捷,JJ300,201909,67.2,2185,269,144948.72,430,86.78,77.0,291,0,6,297,0.9797979797979798,146
480,50006219,电钻,戈麦斯,电钻套餐,201909,165.15,32134,50,5733279.79,46,92.56,10.0,6148,28,109,6285,0.9782020684168655,147
352,50006219,电钻,凝结,凝结充电钻,201909,46.8,16602,81,839661.5700000001,187,90.64,26.0,1308,9,21,1338,0.9775784753363229,148
554,50006219,电钻,米沃奇,电钻,201909,237.6,483,497,44800.799999999996,542,66.36,429.0,43,1,0,44,0.9772727272727273,149
91,50006219,电钻,coofix/库菲,LDZ-8-2,201909,142.8,13885,97,1124773.21,151,86.27,90.0,1065,6,19,1090,0.9770642201834863,150
506,50006219,电钻,泓雷,手持式锂电钻,201909,69.58,2205,267,183611.94,391,89.38,40.0,551,1,12,564,0.9769503546099291,151
575,50006219,电钻,芝浦,JIZ-BY-16,201909,91.18,4877,186,699800.42,213,89.51,39.0,1269,6,24,1299,0.976905311778291,152
423,50006219,电钻,奥奔,AT3208,201909,181.6,104,603,18084.57,600,80.32,191.0,42,1,0,43,0.9767441860465116,153
587,50006219,电钻,质造,锂电冲击钻,201909,166.8,1074,378,168574.4,409,82.89,147.0,168,0,4,172,0.9767441860465116,154
420,50006219,电钻,奥奔,AB2810T,201909,116.61,890,412,92000.08,487,72.06,334.0,41,0,1,42,0.9761904761904762,155
411,50006219,电钻,奇磨,3202,201909,153.6,2063,276,357196.80000000005,288,85.99,98.0,401,0,10,411,0.975669099756691,156
287,50006219,电钻,worx/威克士,WX128.8,201909,357.6,960,399,337255.42,303,76.25,258.0,40,0,1,41,0.975609756097561,157
355,50006219,电钻,剑龙,JIANLONGA688,201909,57.6,10152,115,584755.2,232,91.51,17.0,1508,0,38,1546,0.9754204398447607,158
456,50006219,电钻,戈麦斯,12V 16.8V 25V,201909,106.8,30380,54,4066418.1,60,90.69,25.0,2838,3,69,2910,0.9752577319587629,159
87,50006219,电钻,camaton/卡玛顿,1201/1202/1602/2502,201909,173.96,56807,33,11278250.51,22,91.43,18.0,7941,6,196,8143,0.9751934176593393,160
207,50006219,电钻,l.bin/罗宾,12A16A,201909,82.8,214,573,17719.2,603,84.23,122.0,39,0,1,40,0.975,161
593,50006219,电钻,金得创,60101,201909,54.0,36685,45,2199406.79,93,93.03,9.0,2435,12,51,2498,0.9747798238590872,162
238,50006219,电钻,rhea tool/雷亚,16-01,201909,266.98,2275,263,553243.3,238,83.47,134.0,152,2,2,156,0.9743589743589743,163
158,50006219,电钻,dongcheng/东成,手电钻,201909,138.56,1221,359,176212.69,402,71.5,346.0,38,0,1,39,0.9743589743589743,164
68,50006219,电钻,bosch/博世,GSR 120-LI（1B）,201909,368.4,1883,297,710797.6,211,89.79,35.0,522,0,14,536,0.9738805970149254,165
579,50006219,电钻,芝浦,芝浦锂电钻,201909,57.18,289983,6,21758254.66,10,89.9,32.0,29091,53,735,29879,0.9736269620803909,166
482,50006219,电钻,戈麦斯,锂电冲击钻,201909,173.07,5543,172,1190594.8899999997,146,89.1,42.0,1317,1,35,1353,0.9733924611973392,167
601,50006219,电钻,雅赛崎,AK-030/031/032/033/034/035,201909,33.52,762,431,348831.41000000003,292,64.95,450.0,73,0,2,75,0.9733333333333334,168
189,50006219,电钻,hitachi/日立,D6SH,201909,209.47,2014,280,383958.82999999996,277,57.06,540.0,36,0,1,37,0.972972972972973,169
272,50006219,电钻,worx/威克士,30231111000,201909,163.44,539,484,103951.95000000001,473,67.74,396.0,36,0,1,37,0.972972972972973,170
574,50006219,电钻,芝浦,J1Z-BY2-13,201909,71.74,108605,14,9553236.139999999,29,90.18,29.0,30443,79,768,31290,0.9729306487695749,171
430,50006219,电钻,威猛,LD,201909,137.73,9374,121,1018708.9199999999,168,83.62,128.0,932,2,25,959,0.9718456725755996,172
232,50006219,电钻,mpt,MPT2125,201909,81.6,15511,88,1074991.21,158,88.07,64.0,1166,4,30,1200,0.9716666666666667,173
499,50006219,电钻,普朗德,无刷,201909,477.6,256,561,122265.6,449,77.82,232.0,34,1,0,35,0.9714285714285714,174
495,50006219,电钻,普力捷,ID2160,201909,99.6,742,439,68749.68,514,67.03,412.0,34,0,1,35,0.9714285714285714,175
324,50006219,电钻,佛兰仕,C款锂电套装,201909,158.79,4396,195,781532.26,196,88.84,48.0,1402,0,42,1444,0.9709141274238227,176
529,50006219,电钻,福赛·jh,FS-4113/FS-Q4116A,201909,547.2,2615,246,1421813.1899999997,131,78.97,216.0,265,0,8,273,0.9706959706959707,177
623,50006219,电钻,龙韵,LU--002,201909,20.58,1677,312,29439.899999999998,576,56.27,550.0,33,0,1,34,0.9705882352941176,178
577,50006219,电钻,芝浦,充电电钻,201909,65.45,531585,3,40502544.860000014,3,89.95,31.0,22929,52,664,23645,0.9697187566081624,179
28,50006219,电钻,boda/博大,锂电钻,201909,224.76,731,443,182047.48,393,71.78,340.0,96,0,3,99,0.9696969696969697,180
342,50006219,电钻,佛兰仕,锂电组套,201909,150.83,1259,352,232262.66,356,86.14,91.0,493,1,15,509,0.9685658153241651,181
361,50006219,电钻,华丽,2012,201909,168.55,1299,350,190954.96,382,72.24,328.0,61,1,1,63,0.9682539682539683,182
576,50006219,电钻,芝浦,SDZ-ZZK,201909,78.89,630,468,49706.0,533,74.63,285.0,60,0,2,62,0.967741935483871,183
521,50006219,电钻,福瑞德,佳泰25V,201909,94.05,279,555,26240.89,580,79.82,200.0,90,0,3,93,0.967741935483871,184
336,50006219,电钻,佛兰仕,冲击钻,201909,117.19,768,429,104350.01,472,76.93,244.0,119,0,4,123,0.967479674796748,185
345,50006219,电钻,佳普,冲击钻,201909,104.4,5560,170,580464.0,233,95.47,5.0,3648,18,108,3774,0.9666136724960255,186
241,50006219,电钻,rhea tool/雷亚,AZ101,201909,176.18,57603,30,9434310.1,30,88.85,47.0,4252,10,137,4399,0.966583314389634,187
304,50006219,电钻,yat/亚特,Z032012,201909,153.6,11282,108,1826420.38,104,87.48,72.0,1558,3,52,1613,0.9659020458772474,188
475,50006219,电钻,戈麦斯,天洋电钻,201909,106.8,415,517,45839.24,540,69.36,370.0,56,0,2,58,0.9655172413793104,189
263,50006219,电钻,ulite/优力特,锂电钻,201909,141.6,283,554,35152.8,565,75.97,259.0,56,1,1,58,0.9655172413793104,190
187,50006219,电钻,hitachi/日立,D10VC3,201909,402.66,742,438,267826.15,338,59.95,509.0,28,0,1,29,0.9655172413793104,191
552,50006219,电钻,科麦斯,黑豹锂电钻,201909,128.4,2371,258,307964.4,313,88.21,58.0,1119,2,38,1159,0.9654874892148404,192
311,50006219,电钻,上岛川,5805,201909,248.24,18056,73,4208579.2,58,88.07,62.0,1596,5,53,1654,0.9649334945586457,193
573,50006219,电钻,芝浦,J1Z-BY1,201909,53.19,41441,43,3387304.69,69,91.02,22.0,11346,22,395,11763,0.9645498597296608,194
334,50006219,电钻,佛兰仕,Z1J-FD-13,201909,133.3,556,476,80854.16,500,90.95,23.0,162,0,6,168,0.9642857142857143,195
536,50006219,电钻,科麦斯,21V,201909,234.0,628,469,145425.8,427,56.5,547.0,27,0,1,28,0.9642857142857143,196
530,50006219,电钻,福赛·jh,FS-Q4116Y,201909,1641.45,224,571,365580.44,283,64.14,465.0,27,0,1,28,0.9642857142857143,197
488,50006219,电钻,易锐,6513冲击钻（手电钻）,201909,166.8,2460,253,470485.69999999995,259,85.7,100.0,348,1,12,361,0.96398891966759,198
23,50006219,电钻,boda/博大,JD2-16E,201909,1188.0,4008,204,4754300.640000001,52,80.94,181.0,185,0,7,192,0.9635416666666666,199
450,50006219,电钻,德立士,01,201909,60.28,54013,35,6284810.379999998,43,86.66,82.0,1127,6,37,1170,0.9632478632478633,200
268,50006219,电钻,worx/威克士,20310711000,201909,877.39,308,545,302467.47000000003,317,64.66,455.0,26,0,1,27,0.9629629629629629,201
224,50006219,电钻,makita/牧田,MT80A,201909,189.78,670,454,90892.2,489,74.22,292.0,52,0,2,54,0.9629629629629629,202
204,50006219,电钻,komda/凯铭达,黑电钻,201909,82.8,228,569,19756.800000000003,596,63.4,471.0,26,0,1,27,0.9629629629629629,203
27,50006219,电钻,boda/博大,电钻,201909,172.4,1180,365,211451.11999999997,372,62.98,476.0,26,0,1,27,0.9629629629629629,204
32,50006219,电钻,bosch/博世,0 601 9F8 382,201909,457.73,1809,298,1049090.23,164,70.29,361.0,52,2,0,54,0.9629629629629629,205
319,50006219,电钻,亚得力,电钻,201909,58.8,21895,64,1382790.01,133,88.28,55.0,986,7,31,1024,0.962890625,206
564,50006219,电钻,美耐特,MNT070650,201909,143.83,10762,109,1242726.8499999996,143,82.01,161.0,154,2,4,160,0.9625,207
507,50006219,电钻,洛克斯特,R62580,201909,81.6,358,531,23308.800000000003,586,68.1,392.0,25,0,1,26,0.9615384615384616,208
